metric,mean,ci95_half_width,std,n
mcr,0.995,0.009800000000000008,0.007071067811865481,2
fkr,0.4576154434410633,0.009984528305091691,0.007204211909672817,2
jt,214.615,2.832200000000014,2.0435385976291327,2
js,118.6843850645423,1.3879323856830539,1.0014453079029695,2
jc,178.8431659961227,6.621658152924032,4.777774880236502,2
